1	11	1	1	1	0.909267
1	11	1	2	1	0.84109
1	11	1	3	1	0.846791
1	11	1	4	1	0.823916
1	11	1	5	1	0.771726
1	11	1	6	1	0.805166
1	11	1	7	1	0.794155
1	11	1	8	1	0.693986
1	11	1	9	1	0.804217
1	11	1	10	1	0.662272
1	11	2	1	0	0.995995
1	11	2	2	0	0.995267
1	11	2	3	0	0.997112
1	11	2	4	0	0.993681
1	11	2	5	0	0.993704
1	11	2	6	0	0.997118
1	11	2	7	0	0.996903
1	11	2	8	0	0.995477
1	11	2	9	0	0.996831
1	11	2	10	0	0.995699
1	11	3	1	0	0.998611
1	11	3	2	0	0.998837
1	11	3	3	0	1
1	11	3	4	0	0.99403
1	11	3	5	0	0.997295
1	11	3	6	0	0.998947
1	11	3	7	0	0.992805
1	11	3	8	0	0.998788
1	11	3	9	0	0.998766
1	11	3	10	0	0.997308
1	11	4	1	0	0.995944
1	11	4	2	0	1
1	11	4	3	0	1
1	11	4	4	0	1
1	11	4	5	0	1
1	11	4	6	0	1
1	11	4	7	0	0.997007
1	11	4	8	0	0.997079
1	11	4	9	0	1
1	11	4	10	0	0.998343
1	11	5	1	0	0.992673
1	11	5	2	0	0.9967
1	11	5	3	0	0.996953
1	11	5	4	0	0.993857
1	11	5	5	0	0.99563
1	11	5	6	0	0.99413
1	11	5	7	0	0.994849
1	11	5	8	0	0.996868
1	11	5	9	0	0.991818
1	11	5	10	0	0.992399
1	11	6	1	0	0.997458
1	11	6	2	0	1
1	11	6	3	0	0.998507
1	11	6	4	0	0.998286
1	11	6	5	0	0.998507
1	11	6	6	0	0.998508
1	11	6	7	0	0.998445
1	11	6	8	0	0.995247
1	11	6	9	0	0.998515
1	11	6	10	0	0.997138
1	11	7	1	0	0.998611
1	11	7	2	0	0.998261
1	11	7	3	0	0.995332
1	11	7	4	0	0.992667
1	11	7	5	0	0.993534
1	11	7	6	0	0.994043
1	11	7	7	0	0.993801
1	11	7	8	0	0.994138
1	11	7	9	0	0.998507
1	11	7	10	0	0.998324
1	11	8	1	0	0.993111
1	11	8	2	0	0.996773
1	11	8	3	0	0.986904
1	11	8	4	0	0.995522
1	11	8	5	0	0.989666
1	11	8	6	0	0.995626
1	11	8	7	0	1
1	11	8	8	0	0.998507
1	11	8	9	0	0.998204
1	11	8	10	0	0.998333
1	11	9	1	0	0.997278
1	11	9	2	0	0.998485
1	11	9	3	0	0.997421
1	11	9	4	0	0.998507
1	11	9	5	0	1
1	11	9	6	0	0.998604
1	11	9	7	0	1
1	11	9	8	0	1
1	11	9	9	0	0.998611
1	11	9	10	0	1
1	11	10	1	0	0.997015
1	11	10	2	0	0.998558
1	11	10	3	0	0.997086
1	11	10	4	0	1
1	11	10	5	0	0.998844
1	11	10	6	0	0.998578
1	11	10	7	0	1
1	11	10	8	0	1
1	11	10	9	0	0.998537
1	11	10	10	0	0.998454
1	11	11	1	0	0.995462
1	11	11	2	0	1
1	11	11	3	0	0.997029
1	11	11	4	0	0.995618
1	11	11	5	0	0.993952
1	11	11	6	0	0.998507
1	11	11	7	0	0.997044
1	11	11	8	0	1
1	11	11	9	0	0.994896
1	11	11	10	0	0.997118
1	11	12	1	0	0.998333
1	11	12	2	0	1
1	11	12	3	0	1
1	11	12	4	0	1
1	11	12	5	0	0.993669
1	11	12	6	0	0.998518
1	11	12	7	0	1
1	11	12	8	0	1
1	11	12	9	0	1
1	11	12	10	0	0.998454
1	11	13	1	0	0.995163
1	11	13	2	0	0.998378
1	11	13	3	0	0.998611
1	11	13	4	0	0.998089
1	11	13	5	0	1
1	11	13	6	0	0.998429
1	11	13	7	0	0.996854
1	11	13	8	0	0.998611
1	11	13	9	0	0.998611
